Name,Alias,Title
The Back Room,the-back-room-surrey,Bars
Momo n Wings,momo-n-wings-surrey,Sports Bars
Tasty Indian Bistro,tasty-indian-bistro-delta-2,Indian
The Wooden Spoon,the-wooden-spoon-white-rock,Breakfast & Brunch
Vault Restaurant,vault-restaurant-surrey,Steakhouses
Tokyo Mithaiwala,tokyo-mithaiwala-surrey,Bakeries
Chuihong,chuihong-surrey,Korean
Banana Leaf,banana-leaf-surrey,Malaysian
Yory Korean Cuisine,yory-korean-cuisine-surrey,Korean
Clove,clove-surrey,Indian
Liberty Kitchen,liberty-kitchen-surrey,Comfort Food
Yugafu Japanese Bistro,yugafu-japanese-bistro-surrey,Japanese
Jerusalem Grill & Shawarma,jerusalem-grill-and-shawarma-surrey-3,Mediterranean
Old Surrey Restaurant,old-surrey-restaurant-surrey,French
The Social Tavern,the-social-tavern-surrey,Sports Bars
Showshaa - The Modern Taproom,showshaa-the-modern-taproom-surrey,Tapas Bars
The Carvery Sandwich Shop,the-carvery-sandwich-shop-surrey,Delicatessen
Zapoteca,zapoteca-white-rock,Mexican
Cactus Club Cafe,cactus-club-cafe-surrey,Canadian (New)
Chacha's Tandoor & Grill,chachas-tandoor-and-grill-surrey,Indian
Haven Kitchen + Bar,haven-kitchen-bar-langley-city,Cocktail Bars
Boom Beer,boom-beer-surrey,Korean
Tacoholic,tacoholic-langley-3,Mexican
Baik Mi Korean Restaurant,baik-mi-korean-restaurant-surrey,Korean
Five,five-white-rock-2,Seafood
Maruhachi Ra-men,maruhachi-ra-men-surrey,Ramen
Ambar Surrey  Dhaba,ambar-surrey-dhaba-surrey,Indian
Bacayon's Chibugan,bacayons-chibugan-surrey-3,Filipino
Ustaad G,ustaad-g-surrey,Indian
Spice of Nepal,spice-of-nepal-surrey-2,Himalayan/Nepalese
Woorinara Korean Restaurant,woorinara-korean-restaurant-langley-city,Korean
Rib & Chicken,rib-and-chicken-langley,Korean
bb.q Chicken & Pub,bb-q-chicken-and-pub-surrey,Korean
Waffle House Diner,waffle-house-diner-surrey,Diners
Ruex Cafe & Bar,ruex-cafe-and-bar-surrey,Breakfast & Brunch
Meltwich Food Co,meltwich-food-co-surrey,Burgers
Mr Tonkatsu,mr-tonkatsu-surrey-3,Japanese
Afghan Kitchen South Surrey,afghan-kitchen-south-surrey-surrey,Afghan
Tap Restaurant,tap-restaurant-surrey-2,Tapas/Small Plates
The Tannenbaum Restaurant,the-tannenbaum-restaurant-new-westminster,German
Delphi Brunch Cafe,delphi-brunch-cafe-langley,Breakfast & Brunch
La Baia Italian Restaurant,la-baia-italian-restaurant-white-rock,Italian
German Doner Kebab,german-doner-kebab-surrey,Donairs
Pasta Timo,pasta-timo-surrey,Italian
Naka Bistro Lao & Thai Cuisine,naka-bistro-lao-and-thai-cuisine-langley-2,Laotian
Dragon Village Restaurant,dragon-village-restaurant-surrey,Chinese
Hanako Japanese Restaurant,hanako-japanese-restaurant-surrey,Japanese
Dominion Bar + Kitchen,dominion-bar-kitchen-surrey,Canadian (New)
Captain's Oven Pizza,captains-oven-pizza-surrey,Pizza
Ato Sushi Bar Kitchen,ato-sushi-bar-kitchen-surrey,Japanese
"The Ocean Beach Crafts, Drafts & Eats",the-ocean-beach-crafts-drafts-and-eats-white-rock,Bars
Diamond Buffet,diamond-buffet-surrey-2,Buffets
Katana,katana-langley,Japanese
Kovan Korean Restaurant,kovan-korean-restaurant-langley-2,Korean
My Greek Taverna,my-greek-taverna-surrey,Greek
PARATHA 2 PASTA,paratha-2-pasta-surrey,Indian
S+L Kitchen & Bar South Surrey,s-l-kitchen-and-bar-surrey-4,Steakhouses
Hiroshi Ramen,hiroshi-ramen-surrey,Ramen
Avishan Authentic Middle East Grill,avishan-authentic-middle-east-grill-langley,Persian/Iranian
Chaiiwala of London,chaiiwala-of-london-surrey,Indian
Sushi Iwa,sushi-iwa-white-rock,Japanese
ChongQing Restaurant,chongqing-restaurant-surrey,Chinese
Bánh Mì Très Bon - White Rock,bánh-mì-très-bon-white-rock-white-rock,Vietnamese
Banchan Korean Bistro,banchan-korean-bistro-langley,Korean
Agoongyi Korean Restaurant,agoongyi-korean-restaurant-langley,Korean
Peranakan Kitchen,peranakan-kitchen-new-westminster,Indonesian
The Bao Place,the-bao-place-burnaby,Chinese
Kai Japanese Restaurant,kai-japanese-restaurant-langley,Japanese
Bandra Cafe,bandra-cafe-surrey,Indian
Le Jardin,le-jardin-surrey,French
Ladybird's Trattoria,ladybirds-trattoria-surrey,Italian
Chick to Sea Fish and Chips,chick-to-sea-fish-and-chips-surrey,Fish & Chips
Wild Thyme,wild-thyme-new-westminster,Lebanese
Porkmafia,porkmafia-delta,Barbeque
BBQ King Delight,bbq-king-delight-surrey,Barbeque
Estrella's Montreal Deli & Cafe,estrellas-montreal-deli-and-cafe-langley,Delis
Zythos Greek Mediterranean Grill,zythos-greek-mediterranean-grill-langley,Greek
Uli's Restaurant,ulis-restaurant-white-rock,German
Elizabeth's Chalet Restaurant,elizabeths-chalet-restaurant-surrey,German
KINTON RAMEN SURREY,kinton-ramen-surrey-surrey-2,Ramen
Fab Burgers,fab-burgers-surrey-2,Burgers
The Italian Osteria & Cheesebar,the-italian-osteria-and-cheesebar-langley,Italian
Eggcetra Breakfast Cafe,eggcetra-breakfast-cafe-surrey,Breakfast & Brunch
Major Joy Flavoured Chicken,major-joy-flavoured-chicken-surrey,Chicken Shop
The Taste of Africa,the-taste-of-africa-surrey,African
The Greek Corner,the-greek-corner-surrey-2,Greek
Seoul Grill House,seoul-grill-house-surrey,Korean
Langley Buffet,langley-buffet-langley-city,Buffets
Chopsticks On Pho,chopsticks-on-pho-surrey,Vietnamese
La Meza Grill,la-meza-grill-delta,Filipino
Chicken World,chicken-world-surrey-2,Chicken Shop
An Indian Affair,an-indian-affair-langley-2,Indian
Browns Socialhouse Panorama,browns-socialhouse-panorama-surrey-2,Pubs
Shawarma Palace,shawarma-palace-surrey-2,Lebanese
New York New York,new-york-new-york-surrey,Greek
The Bund Shanghai Cuisine & Bar,the-bund-shanghai-cuisine-and-bar-white-rock,Chinese
Menzou Ramen & Bubble Tea,menzou-ramen-and-bubble-tea-surrey,Ramen
Guacamole Mexican Grill,guacamole-mexican-grill-surrey,Mexican
Tap & Barrel,tap-and-barrel-south-surrey,Seafood
Full Ramen,full-ramen-surrey,Ramen
Woo Korean BBQ,woo-korean-bbq-surrey,Korean
One More Thai,one-more-thai-surrey,Thai
Sabai Thai Restaurant,sabai-thai-restaurant-surrey,Thai
Afghan Chopan Restaurant,afghan-chopan-restaurant-surrey-3,Afghan
Grandt Kitchen,grandt-kitchen-surrey,Filipino
Tommies Jerk,tommies-jerk-surrey,Caribbean
Great Afghan Kabob,great-afghan-kabob-surrey,Afghan
Ay Chihuahua,ay-chihuahua-surrey-3,Mexican
OEB Breakfast - Langley,oeb-breakfast-langley-langley-4,Breakfast & Brunch
PG's Jamaican Restaurant,pgs-jamaican-restaurant-white-rock,Caribbean
Texx Big Burger,texx-big-burger-surrey,Burgers
Earls Kitchen + Bar,earls-kitchen-bar-surrey-3,Salad
Sam’s Chaat House,sam-s-chaat-house-surrey,Indian
The Lodge Steakhouse,the-lodge-steakhouse-langley,Canadian (New)
Barcelos Flame Grilled Chicken,barcelos-flame-grilled-chicken-surrey-5,Portuguese
Hooked Fish Bar,hooked-fish-bar-surrey,Fish & Chips
Main Choice Chinese Restaurant,main-choice-chinese-restaurant-surrey,Chinese
The Cabin Restaurant,the-cabin-restaurant-surrey,Canadian (New)
Bubble 88,bubble-88-surrey,Taiwanese
Momo Factory,momo-factory-delta,Himalayan/Nepalese
Skye Avenue Kitchen & Lounge,skye-avenue-kitchen-and-lounge-surrey,Canadian (New)
Kin Thai Kitchen & Bar,kin-thai-kitchen-and-bar-surrey,Thai
The Raving Gamer Bistro,the-raving-gamer-bistro-langley,Cocktail Bars
Sapporo Kitchen,sapporo-kitchen-surrey-2,Japanese
Inchin's Bamboo Garden,inchins-bamboo-garden-surrey,Asian Fusion
Cabizerra Bistro,cabizerra-bistro-surrey,Filipino
Natalino’s Pizza,natalino-s-pizza-surrey-2,Pizza
Curry and Kabab,curry-and-kabab-surrey,Indian
Dragon Wok,dragon-wok-surrey,Hakka
Browns Socialhouse Guildford,browns-socialhouse-guildford-surrey,Pubs
The Courtyard,the-courtyard-langley,Food Court
Malaysian Hut,malaysian-hut-surrey,Malaysian
Arirang Korean Restaurant,arirang-korean-restaurant-surrey,Korean
Excellent Ice,excellent-ice-surrey,Skating Rinks
Taqueria Jalisco Restaurant,taqueria-jalisco-restaurant-surrey,Mexican
Thai By Thai,thai-by-thai-surrey-3,Thai
Moku Kaulana Hawaiian Barbecue,moku-kaulana-hawaiian-barbecue-langley-township,Barbeque
Oak & Thorne,oak-and-thorne-langley-5,Gastropubs
Steve's Poké Bar,steves-poké-bar-surrey-7,Hawaiian
Palmyra Mediterranean Grill,palmyra-mediterranean-grill-surrey,Middle Eastern
Archie's BBQ,archies-bbq-surrey,Filipino
Bros Bbq,bros-bbq-surrey,Southern
Akari Japanese Restaurant,akari-japanese-restaurant-delta,Japanese
Jollibee,jollibee-coming-soon-surrey,Fast Food
Jollibee,jollibee-surrey,Fast Food
Streats,streats-surrey-2,Burgers
Browns Socialhouse Surrey Centre,browns-socialhouse-surrey-centre-surrey,Canadian (New)
Happy Singh Street Eats,happy-singh-street-eats-delta,Indian
Chaiiwala of London - Nordel,chaiiwala-of-london-nordel-surrey-3,Indian
Chili House Restaurant,chili-house-restaurant-surrey,Asian Fusion
Hansel Deli,hansel-deli-surrey-2,Delis
Seahorse Grill,seahorse-grill-surrey-2,Seafood
Banh Mi Bar Restaurant,banh-mi-bar-restaurant-new-westminster,Sandwiches
Krispy Samosa,krispy-samosa-surrey,Indian
Pindi Dhaba,pindi-dhaba-surrey,Indian
The Waffle Co,the-waffle-co-surrey,Breakfast & Brunch
Mama Moon Korean Food,mama-moon-korean-food-surrey,Korean
Tawara Japanese Restaurant,tawara-japanese-restaurant-surrey,Japanese
Miltomates Foods,miltomates-foods-surrey,Mexican
Kerala Kitchen,kerala-kitchen-surrey,Indian
Pho Tam Restaurant,pho-tam-restaurant-surrey,Vietnamese
Salsa & Guacamole,salsa-and-guacamole-surrey,Mexican
Sushi California - Surrey,sushi-california-surrey-surrey,Japanese
Ming Yan Seafood Restaurant,ming-yan-seafood-restaurant-surrey,Chinese
Charcoal & Woodz Restaurant & Bar,charcoal-and-woodz-restaurant-and-bar-surrey,Pizza
Wing'N It Express,wingn-it-express-surrey,Chicken Wings
Porto Fino Express,porto-fino-express-surrey,Pizza
East Meets West,east-meets-west-langley-3,Asian Fusion
The Spud Shack Fry,the-spud-shack-fry-new-westminster-2,Belgian
Taste of Himalayas,taste-of-himalayas-surrey,Himalayan/Nepalese
WhataFood Brazilian Street Food,whatafood-brazilian-street-food-new-westminster,Brazilian
The Momo Grill,the-momo-grill-surrey,Himalayan/Nepalese
Pelican Rouge Fish & Chips,pelican-rouge-fish-and-chips-surrey-2,Fish & Chips
Mek's Delight,meks-delight-surrey,Thai
IHOP,ihop-surrey-3,Breakfast & Brunch
Altmaerker German Sausage House And Deli,altmaerker-german-sausage-house-and-deli-delta,Delis
Mongo Bongo,mongo-bongo-new-westminster,Mongolian
Big Chicken Town,big-chicken-town-surrey,Korean
Delitalia Fine Foods,delitalia-fine-foods-surrey,Delis
Jade Valley Restaurant,jade-valley-restaurant-surrey,Chinese
Verandah - Cafe by the Beach,verandah-cafe-by-the-beach-white-rock,Indian
The Chopped Leaf,the-chopped-leaf-cloverdale,Cafes
The Samosa House,the-samosa-house-surrey-2,Indian
My Shanti,my-shanti-surrey,Indian
West Village Cafe,west-village-cafe-surrey,Sandwiches
S+L Kitchen & Bar Langley,s-l-kitchen-and-bar-langley-langley-4,Steakhouses
Kelly’s Restaurant,kelly-s-restaurant-surrey,Indian
Lee Gar Nei,lee-gar-nei-surrey,Korean
Village Curry,village-curry-surrey,Indian
The Indian Club,the-indian-club-surrey-2,Indian
Cactus Club Cafe,cactus-club-cafe-delta,Canadian (New)
Sushi Shogun,sushi-shogun-surrey,Sushi Bars
The Katsu  Japanese Cutlet House,the-katsu-japanese-cutlet-house-langley-2,Japanese
Grounds & Greens,grounds-and-greens-white-rock,Vegan
Greek Fellas Restaurant,greek-fellas-restaurant-delta,Greek
Green Lettuce Indian Style Chinese Restaurant,green-lettuce-indian-style-chinese-restaurant-surrey-2,Indian
Atlas Steak + Fish,atlas-steak-fish-langley,Steakhouses
Golden Panda Restaurant,golden-panda-restaurant-surrey-2,Chinese
Washington Avenue Grill,washington-avenue-grill-white-rock,Seafood
Ustaad G76,ustaad-g76-surrey,Indian
Umami Ramen And Grill,umami-ramen-and-grill-surrey,Ramen
Kozak Ukranian Eatery,kozak-ukranian-eatery-new-westminster,Bakeries
Rasoi Restaurant,rasoi-restaurant-south-surrey,Indian
Piva Modern Italian,piva-modern-italian-new-westminster,Italian
Twin Bridges Restaurant and Catering,twin-bridges-restaurant-and-catering-delta,Breakfast & Brunch
Sal y Limon,sal-y-limon-surrey,Mexican
Bubble World,bubble-world-surrey,Taiwanese
MasQueSolo,masquesolo-surrey,Sushi Bars
Epic Grill Silogs + Sans Rival,epic-grill-silogs-sans-rival-new-westminster,Filipino
Bon Ga Korean Restaurant,bon-ga-korean-restaurant-surrey,Korean
Planet India,planet-india-surrey,Indian
Umami Sushi,umami-sushi-surrey,Sushi Bars
Moby Dick,moby-dick-white-rock,Seafood
Lighthouse,lighthouse-surrey,Indian
Menz Noodle House 面子,menz-noodle-house-面子-surrey,Chinese
The Barley Merchant,the-barley-merchant-langley,Burgers
D Roti Shak,d-roti-shak-new-westminster,Caribbean
Akedo Showten Ramen + Gyoza,akedo-showten-ramen-gyoza-langley,Ramen
JAPADOG,japadog-surrey-4,Food Trucks
Chicko Chicken,chicko-chicken-white-rock-2,Korean
strEATS,streats-surrey-3,American
Venetis Restaurant Steak & Seafood House,venetis-restaurant-steak-and-seafood-house-langley,Seafood
New Parmar Sweets & Restaurant,new-parmar-sweets-and-restaurant-surrey,Indian
Hellcrust Pizza,hellcrust-pizza-surrey-2,Pizza
Delight Street Eats,delight-street-eats-delta,Indian
King Sweets,king-sweets-surrey,Bakeries
Olive Garden Italian Restaurant,olive-garden-italian-restaurant-langley-3,Italian
Black Market Supper Club,black-market-supper-club-surrey,Pop-Up Restaurants
Isshin Sushi,isshin-sushi-surrey,Japanese
Chic Chic Chicken,chic-chic-chicken-surrey,Burgers
Ding Sushi Japanese Restautant,ding-sushi-japanese-restautant-surrey,Japanese
Pelicana Chicken,pelicana-chicken-surrey,Chicken Shop
Krispy Samonsa,krispy-samonsa-surrey,Indian
Sammy J's Grill & Bar,sammy-js-grill-and-bar-surrey-5,Bars
Mashawee Lebanese Grill,mashawee-lebanese-grill-white-rock,Lebanese
Obanhmi,obanhmi-surrey-3,Vietnamese
Panorama Indian Lounge,panorama-indian-lounge-surrey-2,Indian
Red Rose Restaurant,red-rose-restaurant-south-surrey-white-rock,Indian
Food by Fanta,food-by-fanta-langley,Canadian (New)
Ustaad G 76,ustaad-g-76-surrey-2,Indian
Asian Jazz,asian-jazz-delta,Asian Fusion
Skewer Grill,skewer-grill-surrey,American
Cora,cora-surrey,Breakfast & Brunch
The Old Bavaria Haus,the-old-bavaria-haus-new-westminster-3,German
GNJ Vegetarian Bistro,gnj-vegetarian-bistro-surrey,Vegetarian
Popeyes Louisiana Kitchen,popeyes-louisiana-kitchen-surrey-3,Chicken Shop
Hot & Toasty Cafe,hot-and-toasty-cafe-langley-2,Breakfast & Brunch
Rosie's Country Cafe,rosies-country-cafe-surrey,Cafes
Ban Chok Dee Thai Cuisine-Langley,ban-chok-dee-thai-cuisine-langley-langley-2,Thai
Ken's Cafe,kens-cafe-surrey,American
Red Shiso,red-shiso-surrey,Japanese
Longtail Kitchen,longtail-kitchen-new-westminster,Thai
Shiraz Grill,shiraz-grill-langley,Persian/Iranian
Adelicia's,adelicias-langley,Mexican
Nha Toi Boutique Cafe and Truedan,nha-toi-boutique-cafe-and-truedan-surrey,Vietnamese
Don Asian Kitchen,don-asian-kitchen-surrey,Chinese
Time To Grill,time-to-grill-surrey,Pakistani
The Buffet,the-buffet-new-westminster,Buffets
Shannon Donair,shannon-donair-surrey,Turkish
Shang Noodle House,shang-noodle-house-new-westminster,Chinese
Artusi Restaurant,artusi-restaurant-new-westminster,Italian
Dawood's Pizza,dawoods-pizza-surrey,Pizza
Namdhari’s Restaurant,namdhari-s-restaurant-surrey,Vegetarian
Bigboy's Chigs To Go,bigboys-chigs-to-go-langley,Filipino
Tandoori Flame,tandoori-flame-delta-2,Indian
The Real Patty Co,the-real-patty-co-delta-2,Caribbean
Guildford Station Pub,guildford-station-pub-surrey,Pubs
Cheesey Pizza Corner,chessey-pizza-corner-surrey,Pizza
Spice Kings Bistro,spice-kings-bistro-surrey,Indian
Layalina Restaurant,layalina-restaurant-surrey,Middle Eastern
Tasty Donair,tasty-donair-surrey-2,Donairs
The Altitude Foods,the-altitude-foods-surrey,Food Stands
Papa's Box,papas-box-surrey,Korean
Belle's Cafe,belles-cafe-surrey,Cafes
Jin Soo Sung Chan Korean Restaurant,jin-soo-sung-chan-korean-restaurant-surrey,Korean
Original Joe's Restaurant & Bar,original-joes-restaurant-and-bar-surrey-2,Bars
Paanwala Of Surrey,paanwala-of-surrey-surrey,Desserts
Masala Hut,masala-hut-surrey,Street Vendors
Bunkers Bar & Grill,bunkers-bar-and-grill-surrey,Canadian (New)
Spice Republic,spice-republic-surrey,Indian
Sushi Wara,sushi-wara-delta,Japanese
Prinkle Chicken,prinkle-chicken-surrey,Chicken Shop
Pho Sunrise,pho-sunrise-surrey,Vietnamese
Five Corners Vietnamese Restaurant,five-corners-vietnamese-restaurant-white-rock-4,Vietnamese
Emilio Finatti Pizzeria - Langley,emilio-finatti-pizzeria-langley-langley,Pizza
Donair Bite,donair-bite-delta,Falafel
Hawthorne Beer Market & Bistro,hawthorne-beer-market-and-bistro-surrey,Bistros
White Spot Panorama,white-spot-panorama-surrey,Breakfast & Brunch
Taka's Sushi,takas-sushi-white-rock,Sushi Bars
Browns Socialhouse Sun:shine Hills,browns-socialhouse-sun-shine-hills-delta,Canadian (New)
Sushi King George,sushi-king-george-surrey,Sushi Bars
Kids Play Cafe & Cafe Artistico,kids-play-cafe-and-cafe-artistico-surrey,Cafes
Beavertails,beavertails-white-rock,Desserts
Crescent Beach Bistro,crescent-beach-bistro-surrey,Seafood
Dragon's Chop Suey House,dragons-chop-suey-house-surrey,Chinese
Crispy Falafel,crispy-falafel-surrey,Falafel
Re-Up BBQ,re-up-bbq-new-westminster,Barbeque
Priya's Satvik Kitchen,priyas-satvik-kitchen-surrey,Food Delivery Services
Fishermans Chinese Fusion,fishermans-chinese-fusion-surrey,Chinese
El Santo,el-santo-new-westminster,Mexican
CHITOS chicken,chitos-chicken-langley-city,Chicken Shop
Mauna Sushi,mauna-sushi-surrey,Sushi Bars
The Samosa House,the-samosa-house-surrey-3,Indian
Chipotle Mexican Grill,chipotle-mexican-grill-surrey-3,Mexican
Barcelos Flame Grilled Chicken,barcelos-flame-grilled-chicken-surrey-4,Portuguese
Ocean Park Pizza & Village Pub,ocean-park-pizza-and-village-pub-surrey,Pizza
strEATS,streats-surrey,Poutineries
Nanay Kitchen,nanay-kitchen-langley,Filipino
Tandoori Flare,tandoori-flare-surrey,Indian
Spice 72 Indian Restaurant & Lounge,spice-72-indian-restaurant-and-lounge-surrey,Indian
Steve’s Poké Bar,steve-s-poké-bar-surrey,Hawaiian
Fatburger,fatburger-surrey-6,Burgers
Mumbai Hut,mumbai-hut-surrey,Indian
Annora Restaurant,annora-restaurant-langley,Canadian (New)
Cornerstone Cafe,cornerstone-cafe-langley,Cafes
Coast & Country Caterers,coast-and-country-caterers-surrey,Diners
All Around Pizza,all-around-pizza-surrey,Pizza
Chicago's Pizza Twist,chicagos-pizza-twist-surrey-5,Pizza
EMW,emw-langley,Vietnamese
Cactus Club Cafe,cactus-club-cafe-langley,Canadian (New)
Dragon Wok,dragon-wok-surrey-2,Indian
Akasaka Japanese Restaurant,akasaka-japanese-restaurant-surrey-2,Japanese
One20 Public House,one20-public-house-delta,Pubs
Fox & Fiddle,fox-and-fiddle-surrey,Pubs
Down 2 Earth Plant Parlour,down-2-earth-plant-parlour-langley-city,Vegan
Sidebar Grill,sidebar-grill-langley-township,Cocktail Bars
Don Chepe's Restaurant,don-chepes-restaurant-new-westminster,Salvadoran
Chefs Kebab,chefs-kebab-surrey,Indian
Happy Jack's Cafe,happy-jacks-cafe-surrey,Cafes
Mary Brown's,mary-browns-surrey,Chicken Shop
Momo Station,momo-station-surrey,Himalayan/Nepalese
No. 24 Cafe & Bistro,no-24-cafe-and-bistro-surrey,Cafes
Egg Bomb,egg-bomb-langley,Breakfast & Brunch
